site,species,date,doy,Js_mean,Js_sd,n,Dmean
Reservoir,S. hybrid,2004-07-21T07:00:00Z,203,59.845569620253265,41.065362668604315,3,1.303642114
Reservoir,S. hybrid,2004-07-24T07:00:00Z,206,42.77145569620255,34.543085474122485,4,1.717843647
Reservoir,S. hybrid,2004-07-25T07:00:00Z,207,44.15056962025317,34.09788768386417,4,1.684637855
Reservoir,S. hybrid,2004-07-26T07:00:00Z,208,60.89083758014127,42.97091688409261,4,1.619760854
Reservoir,S. hybrid,2004-07-27T07:00:00Z,209,57.78955696202543,37.62582399487184,4,1.335001652
Reservoir,S. hybrid,2004-07-30T07:00:00Z,212,62.106075949367025,34.55345783179021,4,1.871572527
Reservoir,S. hybrid,2004-07-31T07:00:00Z,213,54.933512658227826,41.86439179636259,4,1.916459961
Reservoir,S. hybrid,2004-08-01T07:00:00Z,214,32.40865506329115,19.661633544753283,8,1.24940311
Reservoir,S. hybrid,2004-08-02T07:00:00Z,215,33.11517580872011,17.43318170722048,9,1.046939893
Reservoir,S. hybrid,2004-08-03T07:00:00Z,216,41.50129746835442,21.289638909488854,8,1.037475485
Reservoir,S. hybrid,2004-08-04T07:00:00Z,217,44.38907923112981,23.821268686339437,9,1.503120839
Reservoir,S. hybrid,2004-08-05T07:00:00Z,218,42.85376933895923,28.996183233103615,9,1.608484652
Reservoir,S. hybrid,2004-08-06T07:00:00Z,219,45.05687763713083,28.51569137008986,9,1.692802722
Reservoir,S. hybrid,2004-08-07T07:00:00Z,220,46.785443037974645,25.15702671696834,7,1.544589198
Reservoir,S. hybrid,2004-08-08T07:00:00Z,221,44.46797468354434,25.116464748835003,7,1.557727805
Reservoir,S. hybrid,2004-08-11T07:00:00Z,224,38.531012658227816,30.760513382239868,7,1.898376082
Reservoir,S. hybrid,2004-08-12T07:00:00Z,225,38.23318264014472,29.1322987839672,7,2.007841004
Reservoir,S. hybrid,2004-08-13T07:00:00Z,226,39.742567811934954,31.495040502386214,7,2.042720404
Reservoir,S. hybrid,2004-08-14T07:00:00Z,227,40.84667269439422,30.315359487480567,7,1.990363033
Reservoir,S. hybrid,2004-08-15T07:00:00Z,228,39.80416139240505,23.56776519130561,8,1.478800239
Reservoir,S. hybrid,2004-08-16T07:00:00Z,229,36.780569620253175,17.845228919347665,8,0.936825455
Reservoir,S. hybrid,2004-08-17T07:00:00Z,230,35.73876582278483,13.996588576962354,8,0.728202589
Reservoir,S. hybrid,2004-08-18T07:00:00Z,231,32.31642405063291,11.799606205211793,8,0.531245197
Reservoir,S. hybrid,2004-08-19T07:00:00Z,232,38.665838607594935,17.514477060737285,8,0.786670416
Reservoir,S. hybrid,2004-08-20T07:00:00Z,233,41.03871609403256,17.792885316816704,7,0.803957104
Reservoir,S. hybrid,2004-08-21T07:00:00Z,234,44.13822784810126,22.012690880932123,7,0.880116587
Reservoir,S. hybrid,2004-08-27T07:00:00Z,240,46.506054852320666,17.605948506124268,6,0.633631542
Reservoir,S. hybrid,2004-08-28T07:00:00Z,241,46.946582278480996,18.632998292255156,7,0.923823366
Reservoir,S. hybrid,2004-08-30T07:00:00Z,243,49.86593128390593,27.924826641732746,7,1.450508498
Reservoir,S. hybrid,2004-08-31T07:00:00Z,244,47.13271247739601,27.673046207859972,7,1.768999028
Reservoir,S. hybrid,2004-09-01T07:00:00Z,245,44.37334538878843,24.069009161425885,7,1.840193293
Reservoir,S. hybrid,2004-09-05T07:00:00Z,249,46.18149545602076,23.57285764114989,8,0.688513563
Reservoir,S. hybrid,2004-09-06T07:00:00Z,250,47.30197784810129,33.62830651396425,8,1.023296353
Reservoir,S. hybrid,2004-09-07T07:00:00Z,251,45.11393987341776,36.332572318040334,8,1.257685048
Reservoir,S. hybrid,2004-09-08T07:00:00Z,252,41.81805379746834,30.593395137504654,8,1.486311029
Reservoir,S. hybrid,2004-09-09T07:00:00Z,253,43.42441229656413,33.984781499668784,7,1.488595052
Reservoir,S. hybrid,2004-09-10T07:00:00Z,254,55.2036075949368,38.93115968266352,4,1.326572511
Reservoir,S. hybrid,2004-09-11T07:00:00Z,255,34.6710759493671,13.44516247503658,6,1.508649284
Reservoir,S. hybrid,2004-09-13T07:00:00Z,257,34.15873417721518,11.159657036066765,6,0.61379877
Reservoir,S. hybrid,2004-09-14T07:00:00Z,258,32.82694092827005,10.31890731152946,6,0.517368559
Reservoir,S. hybrid,2004-09-15T07:00:00Z,259,32.918312236286916,10.182164372103777,6,0.783744077
Reservoir,S. hybrid,2004-09-16T07:00:00Z,260,35.91597468354432,12.337953898617963,5,1.096335888
Reservoir,S. hybrid,2004-09-17T07:00:00Z,261,35.48583820188252,9.227216705853548,4,1.463473023
Reservoir,S. hybrid,2004-09-18T07:00:00Z,262,38.523069620253175,7.011150940372005,4,1.833441854
Todds,A. negundo,2004-07-21T07:00:00Z,203,56.918803510846956,12.703635076701252,11,1.076601478
Todds,A. negundo,2004-07-22T07:00:00Z,204,53.90470299896709,16.88743652734544,10,1.331158535
Todds,A. negundo,2004-07-23T07:00:00Z,205,50.15979097044302,15.606514820965893,10,1.158218925
Todds,A. negundo,2004-07-24T07:00:00Z,206,51.23216994077721,16.450661703891583,10,1.382189249
Todds,A. negundo,2004-07-25T07:00:00Z,207,53.72847118050137,16.019778719568137,10,1.280127802
Todds,A. negundo,2004-07-26T07:00:00Z,208,50.8682305930775,12.67367878595518,7,1.406554082
Todds,A. negundo,2004-07-27T07:00:00Z,209,47.159539289976266,10.900416384612143,8,1.138160719
Todds,A. negundo,2004-07-28T07:00:00Z,210,47.19775186473427,11.987602152360664,8,1.282515736
Todds,A. negundo,2004-07-30T07:00:00Z,212,46.96452174380855,12.75451112695687,8,1.507129898
Todds,A. negundo,2004-07-31T07:00:00Z,213,44.86844940726196,18.699726745385814,3,1.753778231
Todds,A. negundo,2004-08-02T07:00:00Z,215,39.858404624911394,12.226644698404186,14,0.91534775
Todds,A. negundo,2004-08-03T07:00:00Z,216,46.37147969638812,13.246252159194455,14,0.859487435
Todds,A. negundo,2004-08-04T07:00:00Z,217,52.96830616435896,16.517347024013493,14,1.368112727
Todds,A. negundo,2004-08-05T07:00:00Z,218,60.05852583899365,14.80511602183271,6,1.728661107
Todds,A. negundo,2004-08-10T07:00:00Z,223,48.24031348740625,16.959739010817493,8,1.647288915
Todds,A. negundo,2004-08-11T07:00:00Z,224,55.326832426725744,18.974893362204195,15,1.692278747
Todds,A. negundo,2004-08-12T07:00:00Z,225,53.10055588585128,17.759567311457456,16,1.62094611
Todds,A. negundo,2004-08-13T07:00:00Z,226,53.44693778759256,17.822443364978827,16,1.693265477
Todds,A. negundo,2004-08-14T07:00:00Z,227,54.66741537878244,17.834250217705005,16,1.703754348
Todds,A. negundo,2004-08-15T07:00:00Z,228,50.52942878208386,16.522782060755333,16,1.378560986
Todds,A. negundo,2004-08-16T07:00:00Z,229,41.0866011892413,12.173189438701312,16,0.901197985
Todds,A. negundo,2004-08-17T07:00:00Z,230,41.69088213229985,10.58941605673213,16,0.693081253
Todds,A. negundo,2004-08-18T07:00:00Z,231,37.540090744994465,8.68622377468562,16,0.492124396
Todds,A. negundo,2004-08-19T07:00:00Z,232,47.88961091724304,11.773632141141938,10,0.616686028
Todds,A. negundo,2004-08-27T07:00:00Z,240,36.32472805645313,9.815240498528274,12,0.519751931
Todds,A. negundo,2004-08-28T07:00:00Z,241,47.865635857726446,15.86101978000325,13,0.771308449
Todds,A. negundo,2004-08-29T07:00:00Z,242,50.119596475281426,17.65950928573976,13,1.053930935
Todds,A. negundo,2004-08-30T07:00:00Z,243,51.16656408443999,18.70884861647822,13,1.270103642
Todds,A. negundo,2004-08-31T07:00:00Z,244,51.68461570589907,20.370531311215125,12,1.467223216
Todds,A. negundo,2004-09-01T07:00:00Z,245,52.57753476935635,20.04624608445805,13,1.63453618
Todds,A. negundo,2004-09-06T07:00:00Z,250,48.89684115317676,18.623939875625744,15,0.862229884
Todds,A. negundo,2004-09-07T07:00:00Z,251,48.461194199161184,19.41597702119937,15,1.100937243
Todds,A. negundo,2004-09-08T07:00:00Z,252,49.47586134445993,18.12682277570569,15,1.278838972
Todds,A. negundo,2004-09-09T07:00:00Z,253,46.83077897100021,17.610155864270148,15,1.363158867
Todds,A. negundo,2004-09-10T07:00:00Z,254,42.761974548926155,16.37718796882033,15,1.187311772
Todds,A. negundo,2004-09-11T07:00:00Z,255,47.70910660826836,17.57734631750592,15,1.372400512
Todds,A. negundo,2004-09-12T07:00:00Z,256,42.44728568117136,15.55521385973673,13,0.991795837
Todds,A. negundo,2004-09-13T07:00:00Z,257,32.48948565975382,15.31826076309561,13,0.549631127
Upper,A. grandidentatum,2004-07-15T07:00:00Z,197,32.45045840556464,13.009731241531403,8,0.801057308
Upper,A. grandidentatum,2004-07-16T07:00:00Z,198,24.523926781404906,10.512854278417057,8,0.633588008
Upper,A. grandidentatum,2004-07-17T07:00:00Z,199,30.911153728191138,13.650802216615846,8,0.75318309
Upper,A. grandidentatum,2004-07-18T07:00:00Z,200,25.334906282776892,10.588764158198003,8,0.483066912
Upper,A. grandidentatum,2004-07-19T07:00:00Z,201,28.041532961397312,11.104247502428692,8,0.713129798
Upper,A. grandidentatum,2004-07-20T07:00:00Z,202,22.808787529549434,9.781553238214622,6,0.554734236
Upper,A. grandidentatum,2004-07-21T07:00:00Z,203,26.840678121555,10.421784422670717,7,0.738982069
Upper,A. grandidentatum,2004-07-27T07:00:00Z,209,30.0117461916699,11.901335740735254,7,0.83884686
Upper,A. grandidentatum,2004-07-28T07:00:00Z,210,30.234272724634014,11.364979296377125,8,0.976154594
Upper,A. grandidentatum,2004-07-29T07:00:00Z,211,31.8915064034697,9.926842561258542,8,1.038579649
Upper,A. grandidentatum,2004-07-30T07:00:00Z,212,30.54681336471419,10.395116415741304,8,1.100733582
Upper,A. grandidentatum,2004-08-12T07:00:00Z,225,31.847697836448642,12.2549957916996,7,1.150631528
Upper,A. grandidentatum,2004-08-13T07:00:00Z,226,32.46269458910385,11.890205029589916,7,1.28715611
Upper,A. grandidentatum,2004-08-14T07:00:00Z,227,32.91753827534413,11.451509946328384,7,1.209604495
Upper,A. grandidentatum,2004-08-15T07:00:00Z,228,29.49756736432167,10.92109708168248,7,0.970800806
Upper,A. grandidentatum,2004-08-16T07:00:00Z,229,22.517032303390835,8.897362070091987,8,0.584736799
Upper,A. grandidentatum,2004-08-17T07:00:00Z,230,19.781906520165972,8.470854925915635,9,0.49100857999999997
Upper,A. grandidentatum,2004-08-18T07:00:00Z,231,13.36125016685355,7.188687350143627,9,0.290364381
Upper,A. grandidentatum,2004-08-19T07:00:00Z,232,17.408409474137667,8.274063307083091,8,0.362828879
Upper,A. grandidentatum,2004-08-20T07:00:00Z,233,22.443721774628717,10.294524601942253,9,0.537535989
Upper,A. grandidentatum,2004-08-21T07:00:00Z,234,22.062716814043608,10.079816492874537,9,0.539359224
Upper,A. grandidentatum,2004-08-22T07:00:00Z,235,19.32136061910602,7.852368544015685,8,0.595414209
Upper,A. grandidentatum,2004-08-25T07:00:00Z,238,21.01515665841063,9.052745909795794,9,0.501969439
Upper,A. grandidentatum,2004-08-26T07:00:00Z,239,16.68476712998734,7.3116033160229765,8,0.317020074
Upper,A. grandidentatum,2004-08-27T07:00:00Z,240,21.750027516434002,6.811630322330381,7,0.371816364
Upper,A. grandidentatum,2004-08-28T07:00:00Z,241,25.63666539818625,7.187770811169403,6,0.594703004
Upper,A. grandidentatum,2004-08-29T07:00:00Z,242,27.5031495304161,6.67822569983269,6,0.784326881
Upper,A. grandidentatum,2004-08-30T07:00:00Z,243,28.951164125097133,6.212596999096137,6,0.941504908
Upper,A. grandidentatum,2004-08-31T07:00:00Z,244,29.5959110244859,5.902843569270886,6,1.031741609
Upper,A. grandidentatum,2004-09-01T07:00:00Z,245,31.813340970306317,6.406768201719248,6,1.225628363
Upper,A. grandidentatum,2004-09-02T07:00:00Z,246,23.265884970356417,5.864620807791502,6,0.767207063
Upper,A. grandidentatum,2004-09-04T07:00:00Z,248,8.9866212212119,1.00205065590468,4,0.170465561
Upper,A. grandidentatum,2004-09-05T07:00:00Z,249,17.966188298256462,2.904059426487685,5,0.468666698
Upper,A. grandidentatum,2004-09-06T07:00:00Z,250,20.43215809410136,3.0302736044911307,5,0.669157495
Upper,A. grandidentatum,2004-09-07T07:00:00Z,251,22.37757166740334,4.127116409838898,5,0.844753572
Upper,A. grandidentatum,2004-09-08T07:00:00Z,252,20.68921544853672,3.9158369861592077,5,0.884232097
Upper,B. occidentalis,2004-07-15T07:00:00Z,197,25.90657341165126,7.428225870087036,7,0.801057308
Upper,B. occidentalis,2004-07-16T07:00:00Z,198,20.060515062776954,7.55108877505745,7,0.633588008
Upper,B. occidentalis,2004-07-17T07:00:00Z,199,21.623976624036143,7.513754049009104,7,0.75318309
Upper,B. occidentalis,2004-07-18T07:00:00Z,200,19.16950942337164,4.668753668063873,5,0.483066912
Upper,B. occidentalis,2004-07-19T07:00:00Z,201,23.204033671787556,7.4529603623984535,7,0.713129798
Upper,B. occidentalis,2004-07-20T07:00:00Z,202,18.126745466553917,6.585250051728178,6,0.554734236
Upper,B. occidentalis,2004-07-21T07:00:00Z,203,18.64620816212357,6.265236093831878,7,0.738982069
Upper,B. occidentalis,2004-07-27T07:00:00Z,209,23.112476062472343,8.31776971374067,7,0.83884686
Upper,B. occidentalis,2004-07-28T07:00:00Z,210,22.807842695889722,8.540393866128948,7,0.976154594
Upper,B. occidentalis,2004-07-29T07:00:00Z,211,20.079061944119733,7.186790896584973,7,1.038579649
Upper,B. occidentalis,2004-07-30T07:00:00Z,212,20.97153027346743,7.987157453869977,7,1.100733582
Upper,B. occidentalis,2004-08-12T07:00:00Z,225,23.116911380642986,8.331717854708227,7,1.150631528
Upper,B. occidentalis,2004-08-13T07:00:00Z,226,21.9891243407541,7.335278113310865,7,1.28715611
Upper,B. occidentalis,2004-08-14T07:00:00Z,227,22.645505088679986,7.640605911382506,7,1.209604495
Upper,B. occidentalis,2004-08-15T07:00:00Z,228,23.554342031788067,6.538575507456622,6,0.970800806
Upper,B. occidentalis,2004-08-16T07:00:00Z,229,15.199691884913893,3.8625491207282434,6,0.584736799
Upper,B. occidentalis,2004-08-17T07:00:00Z,230,15.942043296736172,5.530173696197378,6,0.49100857999999997
Upper,B. occidentalis,2004-08-18T07:00:00Z,231,10.869070101737204,5.333110270256933,6,0.290364381
Upper,B. occidentalis,2004-08-19T07:00:00Z,232,12.38626572000291,5.400017392523592,6,0.362828879
Upper,B. occidentalis,2004-08-20T07:00:00Z,233,15.617435147776426,6.522959281251013,5,0.537535989
Upper,B. occidentalis,2004-08-21T07:00:00Z,234,16.298040010890325,5.928510436276317,5,0.539359224
Upper,B. occidentalis,2004-08-22T07:00:00Z,235,13.480379725982102,5.0195221123603035,6,0.595414209
Upper,B. occidentalis,2004-08-25T07:00:00Z,238,13.690995914871262,5.972832203713167,7,0.501969439
Upper,B. occidentalis,2004-08-26T07:00:00Z,239,14.663187299009191,6.813045245937016,5,0.317020074
Upper,B. occidentalis,2004-08-27T07:00:00Z,240,13.858310625484709,6.877716446461728,5,0.371816364
Upper,B. occidentalis,2004-08-28T07:00:00Z,241,16.25214748620061,6.682462027933682,5,0.594703004
Upper,B. occidentalis,2004-08-29T07:00:00Z,242,16.576250533076216,6.632136639938746,5,0.784326881
Upper,B. occidentalis,2004-08-30T07:00:00Z,243,14.860144320207368,4.644326495005221,7,0.941504908
Upper,B. occidentalis,2004-08-31T07:00:00Z,244,14.85461916202463,5.174543168604543,7,1.031741609
Upper,P. angustifolia,2004-07-15T07:00:00Z,197,43.6432533543228,10.554911390118617,4,0.801057308
Upper,P. angustifolia,2004-07-16T07:00:00Z,198,39.804893865047475,13.557060931191858,4,0.633588008
Upper,P. angustifolia,2004-07-17T07:00:00Z,199,38.9428779652785,10.29506319820874,5,0.75318309
Upper,P. angustifolia,2004-07-19T07:00:00Z,201,35.491450091996825,6.524972325499173,4,0.713129798
Upper,P. angustifolia,2004-07-20T07:00:00Z,202,30.1554427346867,5.896902533129774,4,0.554734236
Upper,P. angustifolia,2004-07-21T07:00:00Z,203,28.328734744180377,6.077218519540262,4,0.738982069
Upper,P. angustifolia,2004-07-27T07:00:00Z,209,34.10525127055696,9.367115515161398,5,0.83884686
Upper,P. angustifolia,2004-07-28T07:00:00Z,210,29.84010880298734,9.263322314067919,5,0.976154594
Upper,P. angustifolia,2004-07-29T07:00:00Z,211,25.919756959926602,6.72788290896126,5,1.038579649
Upper,P. angustifolia,2004-07-30T07:00:00Z,212,23.53654036123038,5.996521791744135,5,1.100733582
Upper,P. angustifolia,2004-08-12T07:00:00Z,225,25.048027070046416,6.161704514742634,6,1.150631528
Upper,P. angustifolia,2004-08-13T07:00:00Z,226,27.47313961890717,7.629874205471102,6,1.28715611
Upper,P. angustifolia,2004-08-14T07:00:00Z,227,29.250568777242634,7.920272567350448,6,1.209604495
Upper,P. angustifolia,2004-08-15T07:00:00Z,228,30.672304133926602,8.434924488003075,5,0.970800806
Upper,P. angustifolia,2004-08-16T07:00:00Z,229,24.0879554419671,5.658198027347275,5,0.584736799
Upper,P. angustifolia,2004-08-17T07:00:00Z,230,24.96219672862786,6.26802147210189,5,0.49100857999999997
Upper,P. angustifolia,2004-08-18T07:00:00Z,231,19.424180117121498,5.1407946079468685,5,0.290364381
Upper,P. angustifolia,2004-08-19T07:00:00Z,232,24.13017507993164,5.115613572933625,5,0.362828879
Upper,P. angustifolia,2004-08-20T07:00:00Z,233,30.51668408221264,7.046060137697014,5,0.537535989
Upper,P. angustifolia,2004-08-21T07:00:00Z,234,28.10652661569368,6.337779721635175,5,0.539359224
Upper,P. angustifolia,2004-08-22T07:00:00Z,235,23.67515705354684,6.995201562768532,5,0.595414209
Upper,P. angustifolia,2004-08-25T07:00:00Z,238,32.73935057821097,6.843956227681181,6,0.501969439
Upper,P. angustifolia,2004-08-26T07:00:00Z,239,25.708094729491567,5.520640255760466,6,0.317020074
Upper,P. angustifolia,2004-08-27T07:00:00Z,240,26.51533037810128,4.344016751646285,5,0.371816364
Upper,P. angustifolia,2004-08-28T07:00:00Z,241,28.7837020478937,4.9816324830186325,5,0.594703004
Upper,P. angustifolia,2004-08-29T07:00:00Z,242,26.89443880273672,4.660911456221963,5,0.784326881
Upper,P. angustifolia,2004-08-30T07:00:00Z,243,28.43594457225822,5.430484006660423,5,0.941504908
Upper,P. angustifolia,2004-08-31T07:00:00Z,244,29.5619165898253,6.294498190959914,5,1.031741609
Upper,P. angustifolia,2004-09-01T07:00:00Z,245,30.71860349217976,8.218670583506206,5,1.225628363
Upper,P. angustifolia,2004-09-02T07:00:00Z,246,26.86714722449112,7.363680140793221,5,0.767207063
Upper,P. angustifolia,2004-09-04T07:00:00Z,248,14.6975605577215,3.4954839447073356,3,0.170465561
Upper,P. angustifolia,2004-09-05T07:00:00Z,249,25.9094334792616,0.32298424251435187,3,0.468666698
Upper,P. angustifolia,2004-09-06T07:00:00Z,250,23.926806444008434,4.030911869705477,3,0.669157495
Upper,P. angustifolia,2004-09-07T07:00:00Z,251,19.735275758803798,6.022646636193438,4,0.844753572
Upper,P. angustifolia,2004-09-08T07:00:00Z,252,17.81587648850632,6.089967429992218,5,0.884232097
Upper,P. angustifolia,2004-09-09T07:00:00Z,253,15.53616019989357,11.28002748691923,4,0.854528532
